video_uid,origin_video_id,video_source,duration_sec,scenarios,device,deid_scrubbed_audio,deid_scrubbed_faces,example_clip_url,example_manifold_path,physical_setting_name,scan_cvdf_source_location,fb_participant_id
0235dafb-ec68-4177-8aff-e36d6c63742d,subject00002_video00167,minnesota,83.77,"['Playing with pets', 'Walking the dog / pet']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_275442383920674_4518102255302974679_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=559a9670009454017a2215b217f4e62f&oe=60733C4F&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/01a1246c-b41a-44e6-8ce4-64a22fd6c67b.mp4,None,None,137
023bf95e-28de-43b4-a43f-720edba667a5,subject00002_video00138,minnesota,982.67,['Cleaning / laundry'],Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/48490097_870232740422380_9173086560493552170_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=172ab232bf564c48d5489d12ff60e7db&oe=607413D5&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0035b5ef-f8ef-4439-af2b-343a65c486e3.mp4,None,None,137
0242eca2-9df5-41e7-917e-271e28eacd39,0547_001_022_001_004_037_001,iiith,5310.549999999999,['Crafting/knitting/sewing/drawing/painting'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_161670752211932_6666840786723775421_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=7aec935be9851f4c0977a9eb80c14be0&oe=60733241&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0292e968-8c3f-4597-a377-9378c7f1991d.mp4,None,None,66
0252c4ef-712a-466f-b655-2a701764fbdb,P47_0102,cmu,528.43,['Crafting/knitting/sewing/drawing/painting'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/44923613_2681486942071927_4471813339223334336_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=aa6d59044d8a6dcd8d69cc434d3e1944&oe=6073F12D&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0580e8d1-203d-40ce-bb9d-08eb330f2c34.mp4,None,None,49
025fa90b-bf23-4023-ab5b-6eefbad57e7e,P8_0146,cmu,568.37,['Car mechanic'],GoPro Hero Black 8,0,0,None,manifold://ego4d_fair/tree/clip/07189091-20c8-47b0-8e46-9bb639090c63.mp4,None,None,44
029532a0-3b50-457d-a790-f9dcabf93101,20200727_E8_GX030067,utokyo,83.61,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_409970570055120_985602270499464327_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=92f9f8c3de2b32a3cb89ac130e1a6511&oe=6074173D&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/e21e1422-2c4e-4754-ae2c-1bac037fa131.mp4,None,None,166
02995fb6-f8ac-4168-a60d-8a0b1a7210bd,unict_028_0502,unict,1057.04,['Farmer'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46356139_209197064274555_4572438281961352904_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=549a0f946a638d1617a2997150c233c4&oe=60729CD1&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/02980363-f9bf-4554-a738-8b2d1763b541.mp4,None,None,17
029b759d-4b65-49bb-8640-80a2ce5dfd53,20200712_E1_GX030059,utokyo,231.38,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_758857011720990_206342073250888493_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=987a98e9b1bd76bd121c8278ddc574f2&oe=6072EC30&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/2907f201-a7d9-4e87-94b7-9ed4af4c1f8c.mp4,None,None,187
029ff9ab-ac4c-43a5-ae53-153228c52a21,subject00002_video00120,minnesota,722.4300000000001,"['Cleaning / laundry', 'Daily hygiene', 'On a screen (phone/laptop)', 'Playing with pets']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46479172_440638630720478_615147345530084066_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=e352433b30c253c7b717f9a3619895a8&oe=60732FB5&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/05423acc-c174-4082-ade4-a3bac733e6b3.mp4,None,None,137
02d1f024-1470-4ce6-acde-b938f7847eb6,unict_002_0114,unict,1267.26,['Farmer'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_3680667228682108_1087557953867071489_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=cb0c3ea5be992139d2f00e1880f7459a&oe=60715F66&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/4ad2738f-3a4a-4c63-b26e-46e698733334.mp4,None,None,21
036ed5cd-297e-4592-97ee-0611adbc45d2,unict_030_5068,unict,1441.8700000000001,['Household management - caring for kids'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46791544_170751938015227_441419184298619928_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=389ae47a22beeea1aeee34c80d24968a&oe=60706FED&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0165d9be-f48d-4913-b20a-6b1c1eff5695.mp4,None,None,33
038744fd-eb1f-40d7-abb0-bae0561ce3a4,3_sid_2020_1109_103414_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/403739de-e6e0-46da-ab21-0ef138079749.mp4,None,None,148
03c880af-8c9a-4250-8cb4-87bda62e972b,20200615_E9_GX010003,utokyo,4.12,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/104238085_172280627920696_3137678888397214902_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=f5d41cf7ebafcbd94a2092df82c7aa8c&oe=607295DE&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/44c1b204-7ff1-4b49-bae0-bbb1c336007e.mp4,None,None,149
03d4c383-b80e-4095-9328-c964f2803a26,subject00012_video00013,minnesota,43.57,"['Car - commuting, road trip']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_181709840375672_4226995267819314665_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=0cd379cc62b4d1349ae0e89995ac8998&oe=607343B6&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0b480872-ddd2-43c9-a697-bbd6f5d73d5f.mp4,None,None,139
03e12aff-3e22-4922-af0f-cb188c284b2e,unict_021_0926,unict,621.14,['Carpenter'],GoPro Hero 4,1,0,None,manifold://ego4d_fair/tree/clip/0bc74f92-3500-406a-986c-7ee5d53cac97.mp4,None,None,19
03e90bbc-7d6b-423c-84d9-b5be3eff11c5,subject00028_video00019,minnesota,1283.62,"['Fixing something in the home', 'Talking with family members']",Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_1148915635558923_1837145325956238801_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=665e737fa9d728205ce4d36f3869e53d&oe=6070D848&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1dbbd565-779a-425a-8f7d-0857aa85b769.mp4,None,None,260
03febedb-2ce4-465b-9f51-953a81609d56,subject00003_video00091,minnesota,279.47,"['Car - commuting, road trip']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46099723_2286883701455857_2234432745382772114_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=436179631bfb572ce8b9e50304b03382&oe=6070CC26&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0dc15853-669e-42e0-bd62-2af96fa5d911.mp4,None,None,132
041b9423-9695-45cb-bc58-266af7f91039,unict_014_0065,unict,98.53,['Cleaning / laundry'],GoPro Hero 4,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/56648085_189844382476335_7451360753870339220_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=995688a0506bcd455e439a854e7d3d98&oe=6073A9C7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0eb445e8-3a75-444b-bbf6-ad69238fdf27.mp4,None,None,31
042d40a2-f450-4322-8d4e-e5d5f8864475,1_sid_2020_1109_100718_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/05d81090-a016-45bb-92b1-e9df76129754.mp4,None,None,143
045b9a27-b894-49be-9d88-7d9f09ec77ef,subject00008_video00009,minnesota,3658.539999999999,"['Cleaning / laundry', 'Indoor Navigation (walking)', 'On a screen (phone/laptop)', 'Playing board games']",Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/47663367_728342041185008_2946076352927032783_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=694e6a87d344163438b1e02af57818b9&oe=607387B0&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/001b9527-b81e-4275-ad49-4f5be1789dba.mp4,None,None,138
045ef85b-bc6c-431e-b29c-90d300b52be1,4_sid_2020_1102_102401_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/0c36bcce-3bea-41f3-a1f5-2f00823f714d.mp4,None,None,169
046855d7-41d7-4f41-a6a7-fce921ea8133,subject00008_video00011,minnesota,423.15999999999997,"['Car - commuting, road trip', 'Going to the park']",Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/42830956_868361897334434_5186753570318738056_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=186ba1ca252e73e53f279b1531f47141&oe=6072B109&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0bc2e027-0071-4cec-9d59-1c84636805eb.mp4,None,None,138
0490081d-5342-4522-973a-2df32f544fce,P8_0242,cmu,884.5,['Car mechanic'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_243235930737653_8559347169417714341_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=0d738018f09c1494da1b4efb4410a012&oe=6071C91C&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/010c0ef5-ec48-4a73-aa63-7b3962f64619.mp4,None,None,44
04994ce8-9d47-44d6-a7b0-42b395e69390,P4_0022,cmu,1474.56,['Carpenter'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/47388119_272140664291309_132393068882928063_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=4e88b130f400697b450c68a785b45bc2&oe=60744A48&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0124f3d0-d5d9-4dc1-bd88-7561497f09c7.mp4,None,None,55
049cfb89-3bcc-4fa3-8d0e-4e7e218b05ae,subject00002_video00028,minnesota,664.8,[],Zshade,0,0,None,manifold://ego4d_fair/tree/clip/08e51ae0-fa65-4029-8d0e-2c3e0f997e82.mp4,None,None,137
04ccf527-e1dd-47ff-b8d0-4cec6e975391,unict_027_1064,unict,808.43,['Scooter mechanic'],GoPro Hero 4,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/43375353_276638630538256_8244831809704445153_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=6f818067d1f9492a9db3ef5cb9b934f7&oe=6071F1E1&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0049cfb3-9878-46f6-8f5e-ae211b197daf.mp4,None,None,24
04d28bd0-1417-4457-b31a-f35991d1f3c3,20200615_E7_GX030010,utokyo,253.25,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_469397310907535_8056207406712317542_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=a3730556f7ce3c65c2ea6e52876d47bc&oe=60713C6F&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1a6f95b9-168f-4699-9afc-bf17fce42317.mp4,None,None,196
04ec9004-7f3a-4d48-b48e-fc4eb36d74ac,4_sid_2020_1109_103426_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/22047bc1-2ac4-4add-abda-1eccbee3ee02.mp4,None,None,195
04f0a415-0da1-4f19-a705-19ca52931fc0,2_sid_2020_1026_102912_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/41c637c8-f6f2-4251-9782-b97aef5f7b63.mp4,None,None,160
050bd580-f6ae-4e46-afe3-0478e58e13cb,subject00003_video00055,minnesota,356.17,['Cleaning / laundry'],Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_469816254401752_6936740968312252212_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=e96ebe8fea0a61faa1d931daeb6206c0&oe=607365A7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/6d7cc57f-a68f-4129-b654-a33a854926b5.mp4,None,None,132
053398fd-fcc4-47fc-af69-99366b13a505,unict_011_0093,unict,868.0,"['Carpenter', 'Crafting/knitting/sewing/drawing/painting']",GoPro Hero 4,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_121887853186420_318395804222734129_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=40a250762d8fb64ca74aa582395c062c&oe=60708AB8&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/136faae9-495c-4a9f-83ba-c6b414f18155.mp4,Carpenter,s3://ego4d-unict/3dscans/unict_3dscan_003/,252
0538719e-78e5-45dd-a811-f7d32ce1d02b,subject00032_video00002,minnesota,876.4,['Grocery shopping indoors'],Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_247015086969224_7726974742770277805_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=b0fe5614b5f736ad16bb0498022e2c52&oe=60718C9A&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/348b7b44-74ba-4401-81d5-d5828411963f.mp4,None,None,259
053ca9bc-4822-4573-b04e-aea0c1ae97df,20200712_E8_GX010046,utokyo,52.84,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_720184852214566_4754189471323242448_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=98e60bf339c60c0986c632985261b8c9&oe=6072AAE5&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/6e02e66f-53ca-4cd1-965c-52ab84137007.mp4,None,None,220
0543b37f-826a-4346-8899-0e63b235b14f,unict_021_1021,unict,921.47,['Carpenter'],GoPro Hero 4,1,0,None,manifold://ego4d_fair/tree/clip/00864f69-70f8-47ca-920e-7402a84d0cd4.mp4,None,None,19
054992d4-aa9a-4904-8699-3ecf422e0312,unict_027_1061,unict,147.47,['Scooter mechanic'],GoPro Hero 4,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/42948972_847405086054629_3395786252993555156_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=37b80e596fec9c43b1b3bb981395d365&oe=6072E779&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/01045aa8-7772-4fa6-9a44-4c372ea47c4b.mp4,None,None,24
