video_uid,origin_video_id,component_index,parent_start_sec,parent_end_sec,cvdf_source_location
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,7,1596.21,2128.28,s3://ego4d-kaust/batch1/021/021_0628_0324/imu/GH042324-imu.csv
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,8,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/021/021_0628_0324/imu/GH052324-imu.csv
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,9,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/021/021_0628_0324/videos/GH052324.mp4
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,10,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/021/021_0628_0324/imu/GH062324-imu.csv
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,11,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/021/021_0628_0324/videos/GH062324.mp4
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,12,3192.4200000000005,3553.0500000000006,s3://ego4d-kaust/batch1/021/021_0628_0324/imu/GH072324-imu.csv
9b49246f-30e9-476f-ab8c-56a1bcb1d936,021_0628_0324,13,3192.4200000000005,3553.0500000000006,s3://ego4d-kaust/batch1/021/021_0628_0324/videos/GH072324.mp4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,0,0.0,600.08,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-0.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,1,600.08,1200.16,REDACTED
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,2,1200.16,1801.27,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-2.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,3,1801.27,2403.68,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-3.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,4,2403.68,3005.56,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-4.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,5,3005.56,3608.0699999999997,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-5.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,6,3608.0699999999997,4213.679999999999,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-6.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,7,4213.679999999999,4817.929999999999,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-7.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,8,4817.929999999999,5420.44,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-8.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,9,5420.44,6023.94,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-9.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,10,6023.94,6626.0199999999995,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-10.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,11,6626.0199999999995,7228.2,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-11.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,12,7228.2,7835.74,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-12.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,13,7835.74,8437.21,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-13.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,14,8437.21,9043.21,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-14.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,15,9043.21,9647.31,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-15.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,16,9647.31,10251.89,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-16.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,17,10251.89,10855.09,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-17.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,18,10855.09,11463.1,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-18.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,19,11463.1,12067.720000000001,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-19.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,20,12067.720000000001,12671.500000000002,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-20.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,21,12671.500000000002,13274.510000000002,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-21.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,22,13274.510000000002,13876.610000000002,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-22.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,23,13876.610000000002,14481.820000000003,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-23.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,24,14481.820000000003,15087.470000000003,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-24.MP4
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,25,15087.470000000003,15693.120000000003,REDACTED
3ed885b3-57e7-4c9d-941b-be4d379a0f0b,0150_004_063_001_006_002_001,26,15693.120000000003,16237.190000000002,s3://ego4d-iiith/videos/0150_004_063_001_006_002_001/0150_004_063_001_006_002_001-26.MP4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,0,0.0,531.6,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH010233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,1,0.0,531.6,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH010233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,2,531.6,1063.2,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH020233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,3,531.6,1063.2,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH020233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,4,1063.2,1594.85,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH030233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,5,1063.2,1594.85,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH030233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,6,1594.85,2126.5,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH040233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,7,1594.85,2126.5,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH040233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,8,2126.5,2658.15,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH050233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,9,2126.5,2658.15,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH050233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,10,2658.15,3189.75,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH060233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,11,2658.15,3189.75,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH060233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,12,3189.75,3721.4,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH070233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,13,3189.75,3721.4,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH070233.mp4
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,14,3721.4,4227.03,s3://ego4d-kaust/batch2/026/026_0719_0233/imu/GH080233-imu.csv
c5851c24-4ae3-4430-b867-f43800f0f56e,026_0719_0233,15,3721.4,4227.03,s3://ego4d-kaust/batch2/026/026_0719_0233/videos/GH080233.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,0,0.0,531.5,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH012547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,1,0.0,531.5,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH012547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,2,531.5,1063.0,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH022547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,3,531.5,1063.0,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH022547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,4,1063.0,1594.5,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH032547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,5,1063.0,1594.5,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH032547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,6,1594.5,2126.0,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH042547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,7,1594.5,2126.0,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH042547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,8,2126.0,2657.5,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH052547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,9,2126.0,2657.5,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH052547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,10,2657.5,3189.0,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH062547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,11,2657.5,3189.0,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH062547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,12,3189.0,3720.5,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH072547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,13,3189.0,3720.5,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH072547.mp4
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,14,3720.5,3739.07,s3://ego4d-kaust/batch2/064/064_0000_0547/imu/GH082547-imu.csv
9930414f-b998-4217-b6b5-aa686236fdf8,064_0000_0547,15,3720.5,3739.07,s3://ego4d-kaust/batch2/064/064_0000_0547/videos/GH082547.mp4
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,0,0.0,1059.07,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,1,1059.07,2118.14,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,2,2118.14,3177.21,s3://ego4d-iiith/videos/0196_007_086_002_006_025_001/0196_007_086_002_006_025_001_3.MP4
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,3,3177.21,4236.28,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,4,4236.28,5295.349999999999,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,5,5295.349999999999,6354.419999999999,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,6,6354.419999999999,7413.489999999999,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,7,7413.489999999999,8472.56,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,8,8472.56,9531.63,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,9,9531.63,10590.699999999999,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,10,10590.699999999999,11649.769999999999,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,11,11649.769999999999,12708.839999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,12,12708.839999999998,13767.909999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,13,13767.909999999998,14826.979999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,14,14826.979999999998,15886.049999999997,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,15,15886.049999999997,16945.12,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,16,16945.12,18004.19,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,17,18004.19,19063.26,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,18,19063.26,20122.329999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,19,20122.329999999998,21181.399999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,20,21181.399999999998,22240.469999999998,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,21,22240.469999999998,23299.539999999997,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,22,23299.539999999997,24358.609999999997,REDACTED
c26cda75-ed47-4f46-9076-25cf75bf9f1d,0196_007_086_002_006_025_001,23,24358.609999999997,25417.679999999997,REDACTED
5d7a27ce-1d80-453e-849b-1148c2b95263,058_0922_0807,0,0.0,531.03,s3://ego4d-kaust/batch2/058/058_0922_0807/videos/GH011807.mp4
5d7a27ce-1d80-453e-849b-1148c2b95263,058_0922_0807,1,531.03,1062.06,s3://ego4d-kaust/batch2/058/058_0922_0807/videos/GH021807.mp4
5d7a27ce-1d80-453e-849b-1148c2b95263,058_0922_0807,2,1062.06,1593.09,s3://ego4d-kaust/batch2/058/058_0922_0807/videos/GH031807.mp4
5d7a27ce-1d80-453e-849b-1148c2b95263,058_0922_0807,3,1593.09,1682.82,s3://ego4d-kaust/batch2/058/058_0922_0807/videos/GH041807.mp4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,0,0.0,600.07,s3://ego4d-iiith/videos/0019_004_056_002_004_006_001/0019_004_056_002_004_006_001-0.MP4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,1,600.07,1207.87,s3://ego4d-iiith/videos/0019_004_056_002_004_006_001/0019_004_056_002_004_006_001-1.MP4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,2,1207.87,1809.1999999999998,s3://ego4d-iiith/videos/0019_004_056_002_004_006_001/0019_004_056_002_004_006_001-2.MP4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,3,1809.1999999999998,2412.8799999999997,s3://ego4d-iiith/videos/0019_004_056_002_004_006_001/0019_004_056_002_004_006_001-3.MP4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,4,2412.8799999999997,3014.1899999999996,s3://ego4d-iiith/videos/0019_004_056_002_004_006_001/0019_004_056_002_004_006_001-4.MP4
8afa0150-8363-44ef-b623-6180ebde1420,0019_004_056_002_004_006_001,5,3014.1899999999996,3615.4999999999995,REDACTED
1c36b36d-8390-435c-bbf9-054e11534df8,20200712_E5_GX010083,0,0.0,708.01,s3://ego4d-utokyo/ego4d_20200712/videos/E5/GX010083.MP4
908f71c3-f1eb-4ef5-b530-4060cfaa60c0,P42_0244,0,0.0,531.6,s3://ego4d-cmu/Participant 42/0244/CMU_GH010244_042_GOPRO8_05_CONSTRUCTION_09_29_2020.MP4
908f71c3-f1eb-4ef5-b530-4060cfaa60c0,P42_0244,1,531.6,1063.2,s3://ego4d-cmu/Participant 42/0244/CMU_GH020244_042_GOPRO8_05_CONSTRUCTION_09_29_2020.MP4
908f71c3-f1eb-4ef5-b530-4060cfaa60c0,P42_0244,2,1063.2,1079.6000000000001,s3://ego4d-cmu/Participant 42/0244/CMU_GH030244_042_GOPRO8_05_CONSTRUCTION_09_29_2020.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,0,0.0,300.0,s3://ego4d-minnesota/subject00002/video00143/part000.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,1,300.0,600.0,s3://ego4d-minnesota/subject00002/video00143/part001.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,2,600.0,900.0,s3://ego4d-minnesota/subject00002/video00143/part002.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,3,900.0,1200.0,s3://ego4d-minnesota/subject00002/video00143/part003.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,4,1200.0,1500.0,s3://ego4d-minnesota/subject00002/video00143/part004.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,5,1500.0,1800.0,s3://ego4d-minnesota/subject00002/video00143/part005.MP4
2cddb76f-24d1-4863-bd91-9a5d1922a543,subject00002_video00143,6,1800.0,1884.4,s3://ego4d-minnesota/subject00002/video00143/part006.MP4
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,0,0.0,440.64,REDACTED
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,1,440.64,881.28,REDACTED
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,2,881.28,1321.92,REDACTED
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,3,1321.92,1762.56,REDACTED
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,4,1762.56,2203.2,REDACTED
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,0195_007_086_002_006_025_001_3,5,2203.2,2643.8399999999997,s3://ego4d-iiith/videos/0195_007_086_002_006_025_001_3/0195_007_086_002_006_025_001_3_6.MP4
27df00a4-3c68-480a-a6f6-2121d911b0d9,20210107-1530-DJC-10026,0,0.0,1694.29,s3://ego4d-indiana/20210107-1530-DJC/10026/20210107_163825_final.mp4
27df00a4-3c68-480a-a6f6-2121d911b0d9,20210107-1530-DJC-10026,1,1694.29,3471.34,s3://ego4d-indiana/20210107-1530-DJC/10026/20210107_170642_final.mp4
27df00a4-3c68-480a-a6f6-2121d911b0d9,20210107-1530-DJC-10026,2,3471.34,4595.39,s3://ego4d-indiana/20210107-1530-DJC/10026/20210107_173621_final.mp4
27df00a4-3c68-480a-a6f6-2121d911b0d9,20210107-1530-DJC-10026,3,4595.39,6222.18,s3://ego4d-indiana/20210107-1530-DJC/10026/20210107_175829_final.mp4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,0,0.0,300.0,s3://ego4d-minnesota/subject00018/video00003/part000.MP4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,1,300.0,600.0,s3://ego4d-minnesota/subject00018/video00003/part001.MP4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,2,600.0,900.0,s3://ego4d-minnesota/subject00018/video00003/part002.MP4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,3,900.0,1200.0,s3://ego4d-minnesota/subject00018/video00003/part003.MP4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,4,1200.0,1500.0,s3://ego4d-minnesota/subject00018/video00003/part004.MP4
e3ee87c2-0e48-49cd-93e3-1e39e61a8543,subject00018_video00003,5,1500.0,1800.0,s3://ego4d-minnesota/subject00018/video00003/part005.MP4
1cd5c2fd-d756-4bd8-af39-4e880aa69ef8,20200629_E4_GX010050,0,0.0,424.44,s3://ego4d-utokyo/ego4d_20200629/videos/E4/GX010050.MP4
0235dafb-ec68-4177-8aff-e36d6c63742d,subject00002_video00167,0,0.0,83.77,s3://ego4d-minnesota/subject00002/video00167/part000.MP4
806a2a39-9f9e-40a7-93f1-8a8298fbcf0e,unict_021_0967,0,0.0,141.82,s3://ego4d-unict/videos/unict_021_0967/mp4_data/video_chunk_00.mp4
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,0,0.0,531.6,s3://ego4d-kaust/batch2/022/022_0705_0123/imu/GH010123-imu.csv
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,1,0.0,531.6,s3://ego4d-kaust/batch2/022/022_0705_0123/videos/GH010123.mp4
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,2,531.6,1063.2,s3://ego4d-kaust/batch2/022/022_0705_0123/videos/GH020123.mp4
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,3,531.6,1063.2,s3://ego4d-kaust/batch2/022/022_0705_0123/imu/GH020123-imu.csv
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,4,1063.2,1594.8000000000002,s3://ego4d-kaust/batch2/022/022_0705_0123/imu/GH030123-imu.csv
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,5,1063.2,1594.8000000000002,s3://ego4d-kaust/batch2/022/022_0705_0123/videos/GH030123.mp4
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,6,1594.8000000000002,2126.4,s3://ego4d-kaust/batch2/022/022_0705_0123/videos/GH040123.mp4
876dad36-879c-42eb-977d-b500f7c141d3,022_0705_0123,7,1594.8000000000002,2126.4,s3://ego4d-kaust/batch2/022/022_0705_0123/imu/GH040123-imu.csv
